identifier,label,uri,class
https://soilwise-he.github.io/soil-health#AnimalHealth,animal health,http://aims.fao.org/aos/agrovoc/c_431,soil services
https://soilwise-he.github.io/soil-health#BiochemicalProcesses,biochemical processes,http://aims.fao.org/aos/agrovoc/c_331094,
https://soilwise-he.github.io/soil-health#NaturalCapital,natural capital,http://aims.fao.org/aos/agrovoc/c_dfe84e21,soil functions
https://soilwise-he.github.io/soil-health#WaterCapacity,water capacity,,soil physical properties
https://soilwise-he.github.io/soil-health#Time,time,http://aims.fao.org/aos/agrovoc/c_7778,
https://soilwise-he.github.io/soil-health#HumanHealth,human health,http://aims.fao.org/aos/agrovoc/c_c722a312,
https://soilwise-he.github.io/soil-health#Crusting,crusting,,soil physical properties
https://soilwise-he.github.io/soil-health#LandManagementChanges,land management changes,,
https://soilwise-he.github.io/soil-health#TerrestrialLayer,terrestrial layer,,
https://soilwise-he.github.io/soil-health#SoilServices,soil services,,
https://soilwise-he.github.io/soil-health#ContaminatedSites,contaminated sites,,soil threats
https://soilwise-he.github.io/soil-health#PhysicalSoilParameters,physical soil parameters,,
https://soilwise-he.github.io/soil-health#SoilExcavation,soil excavation,,soil threats
https://soilwise-he.github.io/soil-health#LandCultivation,land cultivation,,
https://soilwise-he.github.io/soil-health#SOMLoss,SOM loss,,soil threats
https://soilwise-he.github.io/soil-health#SoilPhysicalDegradation,soil physical degradation,,soil threats
https://soilwise-he.github.io/soil-health#Entisols,entisols,http://aims.fao.org/aos/agrovoc/c_b10d627e,soil classification
https://soilwise-he.github.io/soil-health#SoilFunctioning,soil functioning,,
https://soilwise-he.github.io/soil-health#SoilCarbonConcentration,soil carbon concentrations,,soil chemical properties
https://soilwise-he.github.io/soil-health#SoilParameters,soil parameters,,
https://soilwise-he.github.io/soil-health#ClimateResilience,climate resilience,http://aims.fao.org/aos/agrovoc/c_8a6031d8,soil functions
https://soilwise-he.github.io/soil-health#AnimalManure,animal manure,,
https://soilwise-he.github.io/soil-health#WorldReferenceBase,world reference base for soil resources,,soil classification
