id,record_id,name,format,url,description
65,37aaa10d-50bd-431e-b924-209c2e88b9d7,carbon_1000,ogc:wms,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Forganische_koolstof%2Fwms%3Flayers%3Dcarbon_1000,"The Belgian soil organic carbon (SOC) stock map for topsoils (0-30 cm) was composed of 2 regional SOC stock maps. For the regional maps a different approach was used for agricultural land as compared to forest. The maps are based on digital soil mapping approaches using empirical models calibrated to predict the SOC stock and using covariates that are available at a sufficient resolution at the regional scale. All maps are strongly dependent on the Belgian Soil Map (texture and drainage parameters). The regional maps were compiled at a finer resolution (10m x 10m and 40m x 40m grid cells). Next they were joined (40m x 40m grid cells) and finally scaled up to the required 1 by 1 km grid cells. This was done using the following tools: block statistics (mean), mosaic to new raster (mean), project to raster, block statistics (mean), resample (nearest neighbour) and project raster.
Given the different origin of the individual maps, the uncertainty varies between maps. For instance, a map of the 90% confidence interval of the SOC stocks was produced for agricultural soils in Wallonia based on a Monte Carlo Approach taking into account both the measurement and the model uncertainties. For Flemish forest soils, spatial and analytical uncertainties were taken into account using bootstrapping techniques. For Flemish agricultural soils, the uncertainty reported is the model uncertainty on point estimates for each data point, in which the estimated model parameters are simulated 1000 times as being independent normal distributed variables using their model estimation and standard error as distribution parameters. No additional uncertainty is taken into account for the conversion functions that use the stochastic variables ""bulk density"".
The SOC stock maps are the first comprehensive map for Belgium integrating grasslands, croplands and forests. There are two versions of the SOC stock maps for Belgium: 1) resolution of 40m x 40m in the coordinate reference system Lambert72 and 2) resolution of 1km x 1km in the coordinate reference system WGS84. The metadata are available and allow assessing the uncertainties of the stock estimates in the different component maps."
110,562127a6-0381-46b3-9ed7-10e61ec5ecb5,BRO BHR-P kenset,OGC:WMS,https%3A%2F%2Fservice.pdok.nl%2Fbzk%2Fbrobhrpkenset%2Fwms%2Fv1_0%3FService%3DWMS%26Request%3DGetCapabilities,NULL
116,9876d351-7476-4a39-b45d-cd41e98a4325,NZ.HazardArea,OGC:WMS-1.1.1-http-get-map,https%3A%2F%2Fwms.mapama.gob.es%2Fsig%2FBiodiversidad%2FINESErosionLaminarRaster%2Fwms.aspx,Erosión Laminar
147,9b4b203a-36bb-444e-b86a-dfa609e5a5d5,NZ.HazardArea,OGC:WMS-1.1.1-http-get-map,https%3A%2F%2Fwms.mapama.gob.es%2Fsig%2FBiodiversidad%2FINESMovimientosMasa%2Fwms.aspx,Movimientos en masa
160,fao-species-map-wtr,SPECIES_DIST_WTR,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Fspecies%2Fows%3FSERVICE%3DWMS,FAO aquatic species distribution map of Sepia ramani (Large striped cuttlefish)
169,0c568272-5117-492f-b6dc-e37b5a0458df,gsoc:T_GRAVEL,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fdata.apps.fao.org%2Fmap%2Fgsrv%2Fgsrv1%2Fgsoc%2Fwms%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Topsoil Gravel Content
172,0dca7ab8-56f6-4f88-9681-b03db079810b,RICCAR:rhmof,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fio.apps.fao.org%2Fgeoserver%2Fwms,Vulnerability Assessment Indicators - RHM Output (Future)
178,R_SARDEG:7a7ee722-5fea-4334-b37c-ae5a4765140d,NULL,Web Map Service (WMS),https%3A%2F%2Fwebgis.regione.sardegna.it%2Fgeoserverraster%2Fows%3Fservice%3Dwms%26version%3D1.3.0%26request%3DGetCapabilities,NULL
184,DAT-14-en,NULL,OGC:WMS,https%3A%2F%2Fimage.discomap.eea.europa.eu%2Farcgis%2Fservices%2FGioLandPublic%2FHRL_ImperviousnessChange_12_15%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
192,DAT-14-en,NULL,OGC:WMS,https%3A%2F%2Fimage.discomap.eea.europa.eu%2Farcgis%2Fservices%2FGioLandPublic%2FHRL_BuiltUp_2018%2FImageServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
206,eea_r_3035_100_m_imd-2015-acc_p_2014-2016_v01_r03,NULL,OGC:WMS,https%3A%2F%2Fland.discomap.eea.europa.eu%2Farcgis%2Fservices%2FImperviousness%2Fsealed2015%2FImageServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
223,DAT-237-en,0,OGC:WMS,https%3A%2F%2Fimage.discomap.eea.europa.eu%2Farcgis%2Fservices%2FDownloadLayers%2FHRL_SWF_2015_DL%2FMapServer%2FWMSServer%3Fservice%3DWMS%26request%3DGetCapabilities%26version%3D1.3.0,SWF_2015_DownloadLayer_WM
253,DAT-14-en,NULL,OGC:WMS,https%3A%2F%2Fimage.discomap.eea.europa.eu%2Farcgis%2Fservices%2FGioLandPublic%2FHRL_ImperviousnessChange_15_18%2FImageServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
260,a66f61a2-fdfa-41a1-b14b-8a26fe869bc1,gsoc:S_REF_BULK,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fdata.apps.fao.org%2Fmap%2Fgsrv%2Fgsrv1%2Fgsoc%2Fwms%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Subsoil Reference Bulk Density
277,bcc9b3cd-9b30-4d3a-9990-db7d32ff842f,topsoil_jordan,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fdata.apps.fao.org%2Fmap%2Fgsrv%2Fgsrv1%2Fwater_accounting%2Fwms,Saturated Soil Water Content (Jordan River Basin - 100m)
288,e33c04ee-4f0a-464d-9d59-7a90fbe13896,Inspire View Services,HTTP:OGC:WMS,https%3A%2F%2Fresource.sgu.se%2Fservice%2Fwms%2Finspire%2FSO-Markgeokemi-atlas,Inspire view service
291,fao-fsa-map-47.2.2,FSA_47-2-2,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Ffsa%2Fows%3FSERVICE%3DWMS,47.2.2 Eastern Agulhas Division of FAO Major Area 47
307,r_friuve:m3986-cc-i4021,NULL,Web Feature Service (WFS),https%3A%2F%2Fserviziogc.regione.fvg.it%2Fgeoserver%2FCAR_GEO%2Fwfs%3Frequest%3DGetCapabilities%26service%3Dwfs%26version%3D2.0.0,NULL
308,r_friuve:m3986-cc-i4021,NULL,Web Map Service (WMS),https%3A%2F%2Fserviziogc.regione.fvg.it%2Fgeoserver%2FCAR_GEO%2Fwms%3Frequest%3DGetCapabilities%26service%3Dwms%26version%3D1.3.0,NULL
333,DAT-14-en,NULL,OGC:WMS,https%3A%2F%2Fimage.discomap.eea.europa.eu%2Farcgis%2Fservices%2FGioLandPublic%2FHRL_ImperviousnessClassifiedChange_06_09%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
336,fao-fsa-map-87.2,FSA_87-2,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Ffsa%2Fows%3FSERVICE%3DWMS,Central (Subarea 87.2 of FAO Major Area 87)
344,fao-species-map-rng,SPECIES_DIST_RNG,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Fspecies%2Fows%3FSERVICE%3DWMS,FAO aquatic species distribution map of Coryphaenoides rupestris (Roundnose grenadier)
363,r_friuve:m3967-cc-i1468,NULL,Web Feature Service (WFS),https%3A%2F%2Fserviziogc.regione.fvg.it%2Fgeoserver%2FCAR_GEO%2Fwfs%3Frequest%3DGetCapabilities%26service%3Dwfs%26version%3D2.0.0,NULL
364,r_friuve:m3967-cc-i1468,NULL,Web Map Service (WMS),https%3A%2F%2Fserviziogc.regione.fvg.it%2Fgeoserver%2FCAR_GEO%2Fwms%3Frequest%3DGetCapabilities%26service%3Dwms%26version%3D1.3.0,NULL
386,Carbone-organique-dans-l'horizon-de-surface,WMS,ogc:wms,http%3A%2F%2Fws.geoportail.lu%2F250k,NULL
389,Carte-des-sols-125000,WMS,ogc:wms,http%3A%2F%2Fws.geoportail.lu%2F250k,NULL
393,eea_r_3035_1_km_clc-forest-cover-gain-eu_p_2000-2006_v01_r00,NULL,OGC:WMS,https%3A%2F%2Fforest.discomap.eea.europa.eu%2Farcgis%2Fservices%2FForest_Ch_CLC%2FForest_cover_gain_CLC_00_06%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
1255,5785e221-1784-4713-a109-3fe2c0a80153,"0,1,4",ogc:wms,http%3A%2F%2Fgeoportal.gov.cz%2Farcgis%2Fservices%2Fprojekty%2FNIKM%2FMapServer%2FWmsServer%3FSERVICE%3DWMS%26REQUEST%3DGetCapabilities,NULL
1257,5785e221-1784-4713-a109-3fe2c0a80153,1,OGC:WMS,http%3A%2F%2Fgeoportal.gov.cz%2Farcgis%2Fservices%2Fprojekty%2FNIKM%2FMapServer%2FWmsServer%3FSERVICE%3DWMS%26REQUEST%3DGetCapabilities,cz_visible_jtsk
1262,758c03b2-b740-8cea-8c8b-0c2639ea0f86,Masterplan,OGC:WMS-1.1.1-http-get-map,https%3A%2F%2Fgeoportal.saarland.de%2Fmapbender%2Fphp%2Fwms.php%3Finspire%3D1%26layer_id%3D38011%26withChilds%3D1%26REQUEST%3DGetCapabilities%26SERVICE%3DWMS,Masterplan: Masterplan-Flächen Stand Dezember 2021 (Ansprechpartner: gwSaar mbH).
1267,cbb08d27-4933-4537-a154-9b1f4f1d6fc6,AET:MONTH:MONTH,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fio.apps.fao.org%2Fgeoserver%2Fwms%2FWATER%2FK3_ET%2Fv2%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Actual EvapoTranspiration (K3
366,09da4e4e-dd3f-4e5a-8ee8-a7e484ee5640,gyga_af_agg_30cm_awcpf23__m_1km,OGC:WMS,https%3A%2F%2Fmaps.isric.org%2Fmapserv%3Fmap%3D%2Fmap%2Fgyga.map,NULL
375,21f3a653-6422-4bbd-8937-5a29477620fe,gsoc:ISSOIL,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fdata.apps.fao.org%2Fmap%2Fgsrv%2Fgsrv1%2Fgsoc%2Fwms%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Soil or non-Soil Unit
378,2f99e108-183c-11e9-aba8-a0481ca9e724,:wosis_latest_phetb1,OGC:WFS,https%3A%2F%2Fmaps.isric.org%2Fmapserv%3Fmap%3D%2Fmap%2Fwosis_latest.map,WoSIS latest - Phosphorus (P) - Bray I
381,2f99e108-183c-11e9-aba8-a0481ca9e724,wosis_latest_phetb1,OGC:WMS,https%3A%2F%2Fmaps.isric.org%2Fmapserv%3Fmap%3D%2Fmap%2Fwosis_latest.map,WoSIS latest - Phosphorus (P) - Bray I
395,fao-fsa-map-87.1.21,FSA_87-1-21,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Ffsa%2Fows%3FSERVICE%3DWMS,SUBDIVISION 87.1.21
445,25d0cf4d-1865-4d2a-be32-40a1b2483936,pt_infosolo,OGC:WFS,https%3A%2F%2Fmaps.isric.org%2Fmapserv%3Fmap%3D%2Fmap%2Fexternal.map,NULL
422,r_friuve:m4004-cc-i4086,NULL,Web Map Service (WMS),https%3A%2F%2Fserviziogc.regione.fvg.it%2Fgeoserver%2FCAR_GEO%2Fwms%3Frequest%3DGetCapabilities%26service%3Dwms%26version%3D1.3.0,NULL
423,r_friuve:m4004-cc-i4086,NULL,Web Feature Service (WFS),https%3A%2F%2Fserviziogc.regione.fvg.it%2Fgeoserver%2FCAR_GEO%2Fwfs%3Frequest%3DGetCapabilities%26service%3Dwfs%26version%3D2.0.0,NULL
425,28a900a9-28a2-415e-b08d-d5d3e89deb03,gsoc:S_PH_H2O,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fdata.apps.fao.org%2Fmap%2Fgsrv%2Fgsrv1%2Fgsoc%2Fwms%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Subsoil pH (H2O)
442,eea_r_3035_1_k_soilbiodiv-potential_p_2000_v01_r00,0,OGC:WMS,https%3A%2F%2Fland.discomap.eea.europa.eu%2Farcgis%2Fservices%2FLand%2FSoilBiodiversityPotential%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,Soil biodiversity potential
459,fao-fsa-map-21.5.z.c,FSA_21-5-Z-c,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Ffsa%2Fows%3FSERVICE%3DWMS,Subunit 21.5Zc (Canadian waters of FAO Major Area 21)
467,fao-species-map-apu,SPECIES_DIST_APU,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Fspecies%2Fows%3FSERVICE%3DWMS,FAO aquatic species distribution map of Acipenser sturio (Sturgeon)
502,https://www.dov.vlaanderen.be/geonetwork/srv/metadata/64e8a11d-5602-4ad5-b370-e4d396fe218f,wrb_250000,OGC:WFS,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Fbodemkaart_afgeleid%2Fwfs%3F,WFS-endpoint WRB Reference Soil Groups 250k: Bodemkaart van het Vlaamse Gewest volgens het internationale bodemclassificatiesysteem World Reference Base op schaal 1:250.000
503,https://www.dov.vlaanderen.be/geonetwork/srv/metadata/64e8a11d-5602-4ad5-b370-e4d396fe218f,bodemkaart_afgeleid:wrb_250000,OGC:WFS-2.0.0-http-get-capabilities,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Fbodemkaart_afgeleid%2Fwfs%3FSERVICE%3DWFS%26version%3D2.0.0%26request%3DGetCapabilities,WFS-capabilities WRB Reference Soil Groups 250k: Bodemkaart van het Vlaamse Gewest volgens het internationale bodemclassificatiesysteem World Reference Base op schaal 1:250.000
504,https://www.dov.vlaanderen.be/geonetwork/srv/metadata/64e8a11d-5602-4ad5-b370-e4d396fe218f,wrb_250000,OGC:WMS-1.3.0-http-get-capabilities,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Fbodemkaart_afgeleid%2Fwms%3FSERVICE%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,WMS-capabilities WRB Reference Soil Groups 250k: Bodemkaart van het Vlaamse Gewest volgens het internationale bodemclassificatiesysteem World Reference Base op schaal 1:250.000
506,https://www.dov.vlaanderen.be/geonetwork/srv/metadata/64e8a11d-5602-4ad5-b370-e4d396fe218f,wrb_250000,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Fbodemkaart_afgeleid%2Fwms%3FSERVICE%3DWMS%26version%3D1.3.0%26request%3DGetMap,WMS-map WRB Reference Soil Groups 250k: Bodemkaart van het Vlaamse Gewest volgens het internationale bodemclassificatiesysteem World Reference Base op schaal 1:250.000
507,https://www.dov.vlaanderen.be/geonetwork/srv/metadata/64e8a11d-5602-4ad5-b370-e4d396fe218f,wrb_250000,OGC:WMS,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Fbodemkaart_afgeleid%2Fwms%3F,WMS-endpoint WRB Reference Soil Groups 250k: Bodemkaart van het Vlaamse Gewest volgens het internationale bodemclassificatiesysteem World Reference Base op schaal 1:250.000
508,https://www.dov.vlaanderen.be/geonetwork/srv/metadata/64e8a11d-5602-4ad5-b370-e4d396fe218f,wrb_250000,OGC:WFS-2.0.0-http-get-feature,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Fbodemkaart_afgeleid%2Fwfs%3FSERVICE%3DWFS%26version%3D2.0.0%26request%3DGetFeature%26count%3D1%26typeName%3Dwrb_250000,WFS-feature WRB Reference Soil Groups 250k: Bodemkaart van het Vlaamse Gewest volgens het internationale bodemclassificatiesysteem World Reference Base op schaal 1:250.000
517,eea_v_3035_1_km_heavy-metals-agri-soil_p_2008-2019_v01_r00,NULL,OGC:WMS,https%3A%2F%2Fland.discomap.eea.europa.eu%2Farcgis%2Fservices%2FAgriculture%2Fconcentrations_of_heavy_metals_in_EU_agricultural_soils%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
531,7730e747-eb73-49c9-bfe6-84ebae718743,gsoc:GSOCmap1.5.0,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fdata.apps.fao.org%2Fmap%2Fgsrv%2Fgsrv1%2Fgsoc%2Fwms,Global Soil Organic Carbon Map
542,602772dd-0112-494e-b49f-54973d99e700,BFW:MONTH:MONTH,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fio.apps.fao.org%2Fgeoserver%2Fwms%2FWATER%2FK4_BF%2Fv2%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Base Flow (K4)
546,7891e711-df3b-44df-bc35-81c3856a7efc,SO.ObservedSoilProfile,OGC:WMS,https%3A%2F%2Fservice.pdok.nl%2Fbzk%2Fbodem%2Fbro-bodemkundig-booronderzoek%2Fwms%2Fv1_0%3FService%3DWMS%26Request%3DGetCapabilities,NULL
560,78ac310f-7911-445b-b29a-19ccd3343f56,apl:s0100_landslides,OGC:WFS,https%3A%2F%2Fgislocal.md%2Fgeoserver%2Fapl%2Fwfs,Alunecări de teren mun. Chișinău
573,eea_r_3035_1_km_imperviousness-layer_p_2018_v01_r00,NULL,OGC:WMS,https%3A%2F%2Fland.discomap.eea.europa.eu%2Farcgis%2Fservices%2FImperviousness%2FImperviousness2018v2024%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
588,83b0dfa4-09f3-4d2e-b6a8-9388627b68dc,BRO SFR kenset,OGC:WMS,https%3A%2F%2Fservice.pdok.nl%2Fbzk%2Fbro-wandonderzoek%2Fwms%2Fv1_0%3FService%3DWMS%26Request%3DGetCapabilities,NULL
595,eea_v_3035_100_m_eni-clc-2018_p_2017-2019_v01_r00,WMS Web Map Service,OGC:WMS,https%3A%2F%2Fimage.discomap.eea.europa.eu%2Farcgis%2Fservices%2FENI_CLC_Pilot%2FENI_CLC_Pilot_2018_WM%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
604,fao-species-map-rks,SPECIES_DIST_RKS,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Fspecies%2Fows%3FSERVICE%3DWMS,FAO aquatic species distribution map of Spirula spirula (Ram's horn squid)
615,8d6bcb8c-f146-4a68-a819-8f59394f5d5b,NZ.HazardArea,OGC:WMS-1.1.1-http-get-map,https%3A%2F%2Fwms.mapama.gob.es%2Fsig%2FBiodiversidad%2FINESErosionCauces%2Fwms.aspx,Erosión en cauces
645,WRB-Reference-Soil-Groups-250k,WFS,ogc:wfs,https%3A%2F%2Fwww.dov.vlaanderen.be%2Fgeoserver%2Fwfs%3FSERVICE%3DWFS%26version%3D1.1.0%26request%3DGetFeature,NULL
654,f6370904-e1ac-49be-b874-e400170d3769,NZ.HazardArea,OGC:WMS-1.1.1-http-get-map,https%3A%2F%2Fwms.mapama.gob.es%2Fsig%2FBiodiversidad%2FINESErosionCauces%2Fwms.aspx,Erosión en cauces
661,f72f5698-4a3d-4af2-ae12-a4b1cf151cec,af250m_nutrient_p_t_m_agg30cm,OGC:WMS,https%3A%2F%2Fmaps.isric.org%2Fmapserv%3Fmap%3D%2Fmap%2Faf250m_nutrient.map,NULL
693,bbe45de0-88fd-11da-a88f-000d939bc5d8,geonetwork:crops_3845,OGC:WMS-1.1.1-http-get-map,https%3A%2F%2Fdata.apps.fao.org%2Fmap%2Fgsrv%2Fgsrv1%2Fgeonetwork%2Fwms%3Fstyles%3Dgeonetwork_crops_3845_style,Potential for agricolture by-products as feed and fertiliser inputs
698,fd3fc7ff-07d3-477a-a905-c46dbecc9dcc,SOI2,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fio.apps.fao.org%2Fgeoserver%2Fwms%2FGAEZ_V4%2FLR_SOI2%2Fv2%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Land and Water Resources - Soil suitability - Soil and terrain suitability
714,fao-fsa-map-34.1.32,FSA_34-1-32,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Ffsa%2Fows%3FSERVICE%3DWMS,Subdivision 34.1.32 of FAO Major Area 34
726,0b644920-ff5e-4aac-a124-8b478bda606c,Service de visualisation WMS,OGC:WMS,https%3A%2F%2Fgeoservices.wallonie.be%2Farcgis%2Fservices%2FSOL_SOUS_SOL%2FCARBIOSOL%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,Adresse de connexion au service de visualisation WMS de la couche de données CARBIOSOL - Incertitudes des Teneurs en Carbone organique total - période 2004-2014
727,0b644920-ff5e-4aac-a124-8b478bda606c,INSPIRE - Sols en Wallonie (BE) - Service de visualisation WMS,OGC:WMS,https%3A%2F%2Fgeoservices.wallonie.be%2FINSPIRE%2FWMS%2FSO%2FMapServer%2FWMSServer%3Frequest%3DGetCapabilities%26service%3DWMS,NULL
734,3baa29ae-2803-443c-bc0b-8ba1444c21fd,ETRAIN:MONTH:MONTH,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fio.apps.fao.org%2Fgeoserver%2Fwms%2FWATER%2FAWA_ETRAIN%2Fv2%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,"Evapotranspiration from Precipitation (Awash, Ethiopia - Monthly -100m)"
745,ARLPA_TO:07.09.03_AD_2012-03-05-11:00,NULL,WFS,https%3A%2F%2Fwebgis.arpa.piemonte.it%2Fags%2Fservices%2Frischi_naturali%2FPS_SqueeSAR_Radarsat%2FMapServer%2FWFSServer%3Frequest%3DGetCapabilities%26service%3DWFS,NULL
753,697ff99d-7cf2-495e-849d-a8d94212d615,NPP:MONTH:MONTH,OGC:WMS-1.3.0-http-get-map,https%3A%2F%2Fio.apps.fao.org%2Fgeoserver%2Fwms%2FWAPOR_2%2FL3_LAM_NPP_M%2Fv2%3Fservice%3DWMS%26version%3D1.3.0%26request%3DGetCapabilities,Net Primary Production (Lamego
778,bd053730-88fd-11da-a88f-000d939bc5d8,problem_soil_africa,OGC:WMS-1.1.1-http-get-map,http%3A%2F%2Fgeonetwork.fao.org%2Fows%2F8,Dominant land resources types in  Africa
780,fao-species-map-bah,SPECIES_DIST_BAH,OGC:WMS-1.1.0-http-get-map,http%3A%2F%2Fwww.fao.org%2Ffishery%2Fgeoserver%2Fspecies%2Fows%3FSERVICE%3DWMS,FAO aquatic species distribution map of Paralichthys olivaceus (Bastard halibut)
36003,3d9638-3043-507b-bd62-8cb982a96e6a,teneur_carbone_bdat,ogc:wms,https%3A%2F%2Fagroenvgeo.data.inra.fr%2Fgeoserver%2Fgissol_bdat%2Fwms%3F,"Carte des teneurs en Carbone par canton issues des données de la Base de données d'analyses de terre (BDAT) pour la période 2000-2004. Ces données n'utilisent pas toutes les analyses de la BDAT. Pour des données plus récentes, consulter l'application https://webapps.gissol.fr/geosol/. Les analyses proviennent de la Base de Données des Analyses de Terre (BDAT).Le programme Base de Données des Analyses de Terre (BDAT) regroupe depuis vingt ans les résultats d'analyses d'horizons de surface de sols cultivés, effectuées sur l'ensemble du territoire national, à la demande d'agriculteurs, par des laboratoires agréés par le Ministère en charge de l'agriculture. Cet article a pour objectif de présenter les derniers résultats produits par ce programme. Il aborde successivement la présentation de l'organisation du programme, des développements méthodologiques connexes et des principaux résultats sur le statut et l'évolution des propriétés des horizons de surface des sols cultivés. A ce jour, la BDAT recense 22 830 147 résultats analytiques provenant de 1 962 238 échantillons récoltés sur la période 1990-2009. L'analyse de ces données permet par exemple de mettre en évidence à l'échelle nationale une forte hétérogénéité spatiale de la richesse en phosphore assimilable, des baisses des teneurs en carbone des sols initialement les plus pourvus et d'une hausse généralisée des pH des sols non calcaires. Cependant, les biais statistiques inhérents à la stratégie d'échantillonnage adoptée peuvent être importants et difficilement quantifiables. Des précautions doivent être prises pour interpréter les résultats issus d'analyses d'une telle base de données. Cependant, le programme BDAT constitue une source d'informations importante sur la variabilité des propriétés des horizons de surface des sols cultivés et les résultats statistiques agrégés sont aujourd'hui librement disponibles sur internet (http://bdat.gissol.fr)."
